x0,y0,x1,y1,score,label,sign
78.8,124.5,158.8,171.7,0.979,34,NA
111.9,340.8,169.2,393.2,0.97,114,KU
150.6,124.2,198.5,171.2,0.967,11,A
173.3,211.6,280.0,256.4,0.966,92,NI
255.5,385.0,337.9,433.2,0.965,92,NI
181.1,431.4,252.9,481.6,0.964,50,U₂
152.7,41.1,234.3,92.7,0.963,34,NA
100.6,299.9,188.7,345.3,0.963,92,NI
68.5,45.6,156.2,92.6,0.962,21,MA
111.9,86.0,189.1,129.1,0.956,87,RU
19.3,170.8,57.6,217.5,0.954,23,DIŠ
172.4,387.1,264.0,438.9,0.948,34,NA
23.2,54.6,74.4,95.7,0.948,107,MIN
271.5,205.9,366.7,257.5,0.945,88,ŠA
327.9,246.6,394.0,295.8,0.937,90,ME
193.2,163.1,308.5,218.4,0.937,38,UnclearSign
49.8,165.5,110.7,216.1,0.932,90,ME
312.5,82.6,392.8,128.8,0.929,21,MA
158.3,342.6,230.6,390.7,0.925,50,U₂
99.1,386.2,175.6,434.8,0.917,21,MA
77.3,210.2,131.5,260.7,0.917,114,KU
53.0,257.6,104.6,307.4,0.89,62,MAŠ
18.8,303.8,108.0,351.2,0.883,38,UnclearSign
121.1,211.2,185.0,254.1,0.874,50,U₂
221.5,41.8,301.4,89.4,0.839,88,ŠA
24.8,386.3,99.3,438.7,0.837,38,UnclearSign
101.7,162.2,203.0,216.1,0.819,133,AD
17.4,260.8,62.1,311.5,0.798,11,A
224.1,339.4,334.7,394.0,0.783,156,NIM
22.6,128.1,86.0,171.0,0.782,33,AN
68.1,85.4,116.9,131.0,0.775,114,KU
95.3,257.3,142.3,306.3,0.66,26,ŠU₂
186.7,119.5,291.3,172.0,0.51,91,BU
231.4,294.8,306.1,349.9,0.494,104,HA
330.9,387.1,388.2,432.1,0.486,100,GIŠ
370.3,119.6,434.1,162.9,0.478,83,LAL
364.0,203.8,418.5,252.9,0.457,113,UM
293.6,38.0,352.5,91.6,0.451,38,UnclearSign
244.9,431.8,299.4,483.8,0.428,66,IA₂
25.3,343.2,116.2,390.2,0.339,63,TUR
272.3,79.2,318.2,127.7,0.318,137,AŠ@z
181.4,82.5,278.8,129.6,0.317,92,NI
19.2,89.1,73.6,129.8,0.306,100,GIŠ
