column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,36,2,False,True,False,5,145.5,298.2,1386.9,245.5,232.4,-2.4
single,38,3,False,False,False,4,129.6,487.6,1211.3,427.7,249.2,-3.2
single,40,4,False,False,False,4,110.9,714.2,2021.5,604.0,256.5,-3.3
single,42,5,False,False,True,1,82.5,924.6,350.2,900.1,253.4,-5.2
single,44,6,False,False,False,4,75.0,1104.5,1857.6,998.4,259.7,-3.4
single,46,7,False,False,False,6,71.3,1335.4,1640.3,1175.1,275.4,-5.8
single,48,8,False,False,False,6,49.2,1529.0,1562.7,1369.6,238.9,-6.0
single,50,9,False,False,False,6,48.6,1721.6,1818.6,1562.9,238.7,-5.1
single,52,10,False,False,False,6,46.7,1952.0,1771.2,1763.5,255.5,-6.2
single,54,11,False,False,False,5,62.7,2132.6,1863.9,1967.6,259.7,-5.2
single,56,12,False,False,False,4,62.6,2333.3,2001.3,2121.8,219.9,-6.2
single,58,13,False,False,False,4,63.8,2474.0,2117.4,2246.4,204.8,-6.3
single,60,14,False,False,False,5,64.3,2668.2,1893.4,2491.7,278.6,-5.5
single,62,15,False,False,False,3,116.6,2885.3,1127.5,2837.3,274.6,-2.7
single,64,16,False,False,True,1,736.8,3106.9,1186.4,3065.8,249.6,-5.2
