column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,1,,,True,True,2,189.9,389.0,1276.3,277.2,310.5,-5.9
single,1,1,False,False,True,2,414.4,373.4,1077.2,305.2,308.1,-5.9
single,3,2,False,False,False,3,211.1,595.0,1262.4,529.4,277.6,-3.6
single,5,3,False,False,False,5,196.2,791.7,1596.1,702.9,299.6,-3.6
single,7,4,False,False,False,4,175.1,1016.3,1433.0,920.3,293.5,-4.4
single,9,5,False,False,True,2,166.6,1251.7,1388.5,1125.8,266.7,-5.9
single,11,6,False,False,False,5,179.3,1498.9,2042.9,1279.7,287.4,-6.7
single,13,7,False,False,False,3,204.0,1704.0,1720.3,1562.0,311.7,-5.4
single,15,8,False,False,False,4,506.5,1900.1,1931.8,1789.7,293.5,-4.4
single,17,9,False,False,False,3,137.1,2171.4,1926.7,1981.1,270.3,-6.1
single,19,10,False,False,False,4,230.4,2370.8,1607.0,2217.0,313.0,-6.4
single,21,,,False,True,1,208.5,2580.8,615.1,2538.9,258.2,-5.9
single,21,11,False,False,False,3,632.0,2566.4,1839.1,2438.8,304.4,-6.0
single,23,12,False,False,False,3,193.7,2779.1,1849.0,2595.5,248.4,-6.3
single,24,13,False,False,False,6,434.7,2968.3,1972.8,2809.9,340.5,-5.9
