x0,y0,x1,y1,score,label,sign
426.7,447.1,523.6,507.6,0.977,14,RI
286.5,227.2,356.3,280.1,0.971,29,SI
251.6,272.0,339.9,320.2,0.969,92,NI
195.1,379.1,263.0,433.3,0.965,7,I
80.1,491.0,155.8,551.7,0.964,34,NA
405.2,354.3,462.8,408.7,0.964,35,BAD
376.2,459.5,430.7,514.1,0.963,31,HI
472.7,150.4,588.3,217.7,0.961,79,IN
25.2,497.7,83.6,552.7,0.958,7,I
378.8,259.8,469.1,311.0,0.957,4,TA
297.9,469.0,378.9,526.6,0.957,21,MA
186.5,320.3,257.7,385.4,0.956,88,ŠA
429.5,296.3,468.9,360.2,0.955,11,A
334.8,267.3,380.5,318.5,0.952,11,A
339.8,355.6,411.6,417.9,0.951,34,NA
122.2,331.1,193.8,384.3,0.947,50,U₂
150.0,485.1,212.5,542.5,0.946,16,BA
125.2,278.7,207.5,336.4,0.945,4,TA
40.1,281.9,93.8,347.5,0.94,52,BI
416.4,116.1,509.5,164.4,0.929,50,U₂
334.0,167.3,413.9,224.0,0.926,21,MA
464.0,29.6,521.2,74.3,0.926,90,ME
192.1,176.4,259.0,240.6,0.924,45,KI
458.9,338.5,563.9,405.7,0.921,9,LI
120.7,381.3,204.3,443.0,0.918,73,IM
497.3,492.2,573.7,548.7,0.916,24,MU
353.6,211.7,421.5,275.6,0.914,52,BI
150.1,237.2,221.8,285.0,0.911,21,MA
141.6,180.2,201.2,241.6,0.902,147,AŠ₂
96.9,235.9,155.1,292.4,0.901,45,KI
205.3,480.0,302.6,534.6,0.898,41,AB
408.7,162.7,477.4,217.2,0.892,90,ME
353.2,119.5,420.9,174.0,0.889,71,ŠU
44.9,390.1,130.1,450.1,0.888,92,NI
520.4,430.3,589.8,497.3,0.885,73,IM
500.5,290.2,546.9,347.1,0.874,37,UD
422.4,502.2,502.7,563.2,0.873,1,|U.GUD|
12.4,287.6,44.8,344.6,0.871,11,A
202.7,277.6,259.9,326.1,0.857,35,BAD
16.1,395.0,54.4,452.4,0.854,11,A
29.4,239.0,104.0,293.5,0.851,21,MA
288.3,123.3,360.9,177.0,0.847,7,I
416.8,209.8,534.7,263.4,0.834,38,UnclearSign
68.6,88.3,159.4,144.2,0.821,91,BU
311.9,414.5,369.0,474.7,0.802,117,TUG₂
312.8,521.1,375.1,571.1,0.799,50,U₂
439.5,395.5,538.0,453.7,0.799,152,GI
295.9,310.5,364.7,364.1,0.792,35,BAD
349.3,301.4,430.2,362.5,0.778,49,IGI
72.4,335.7,131.1,389.8,0.746,109,NU
143.1,432.8,207.0,490.3,0.745,16,BA
556.1,337.1,603.5,395.3,0.742,92,NI
19.3,450.5,64.5,505.9,0.74,83,LAL
371.0,71.2,470.7,125.8,0.715,129,DAM
460.4,292.0,507.5,353.1,0.681,44,DIN
89.5,286.3,129.2,344.3,0.667,11,A
296.0,28.2,372.6,89.6,0.647,56,GA
466.9,244.1,556.7,301.7,0.631,47,KU₃
157.1,84.5,246.5,140.3,0.626,14,RI
201.2,425.4,316.0,485.4,0.605,133,AD
235.3,83.8,330.1,134.0,0.59,50,U₂
509.3,241.6,557.6,296.3,0.547,37,UD
214.5,233.0,289.7,280.9,0.543,147,AŠ₂
80.1,541.7,166.6,575.7,0.54,83,LAL
367.3,514.4,428.7,568.8,0.531,71,ŠU
257.5,173.4,336.9,236.5,0.53,73,IM
514.7,26.7,575.5,73.1,0.519,21,MA
529.8,60.7,585.1,119.2,0.497,98,E
252.7,317.9,304.0,375.5,0.489,71,ŠU
230.4,523.1,320.5,573.5,0.487,133,AD
5.4,141.6,67.3,195.2,0.463,70,ZU
185.1,127.4,292.2,186.3,0.436,93,IG
300.3,305.5,430.2,363.8,0.428,38,UnclearSign
56.5,180.7,146.3,241.3,0.41,88,ŠA
253.5,30.3,301.8,92.6,0.405,44,DIN
6.1,188.5,63.5,247.9,0.404,33,AN
9.7,244.0,46.7,293.7,0.391,113,UM
409.1,27.3,468.4,80.8,0.384,37,UD
158.5,530.4,230.8,575.5,0.376,56,GA
529.8,60.7,585.1,119.2,0.356,56,GA
362.4,408.4,438.9,470.5,0.355,93,IG
9.9,243.9,47.0,293.7,0.354,113,UM
551.6,238.3,598.1,294.7,0.353,91,BU
177.9,36.4,262.8,87.4,0.334,121,IR
255.0,26.1,372.1,93.1,0.329,129,DAM
143.1,432.8,207.0,490.3,0.328,114,KU
214.5,233.0,289.7,280.9,0.32,50,U₂
365.8,29.7,426.4,82.9,0.32,47,KU₃
539.6,287.7,602.4,342.1,0.314,29,SI
