column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,14,1,False,True,True,2,475.0,176.9,926.7,146.9,99.0,-3.8
single,15,2,False,False,False,4,201.9,268.0,917.6,215.1,90.3,-4.2
single,16,3,False,False,False,4,177.5,334.9,906.6,294.2,78.8,-3.2
single,17,4,False,False,False,5,173.2,404.2,904.2,355.3,93.1,-3.8
single,18,5,False,False,False,5,111.4,484.2,902.9,437.0,100.2,-3.4
single,19,6,False,False,False,5,90.4,566.8,899.8,512.5,80.5,-3.8
single,20,7,False,False,False,5,68.5,631.4,894.9,575.2,85.8,-3.9
single,21,8,False,False,False,3,140.9,700.7,898.7,645.1,86.4,-4.2
single,22,9,False,False,False,3,256.4,754.4,900.9,723.9,79.0,-2.7
single,23,10,False,False,False,4,326.4,834.7,902.2,796.5,93.2,-3.8
single,24,11,False,False,False,3,387.8,897.1,886.3,885.0,88.0,-1.4
single,25,12,False,False,False,3,534.5,975.1,901.0,957.5,91.0,-2.7
single,26,13,False,False,True,2,693.3,1048.8,896.6,1035.3,86.5,-3.8
single,27,14,False,False,True,1,750.7,1115.5,871.3,1107.5,92.5,-3.8
