x0,y0,x1,y1,score,label,sign
687.3,361.0,873.0,447.3,0.985,164,DIM₂
370.4,282.8,530.2,383.6,0.982,68,KAL
625.2,89.5,760.3,238.3,0.978,154,UN
551.5,203.5,686.4,297.9,0.976,29,SI
1179.6,100.1,1310.8,206.8,0.976,74,RA
975.6,280.2,1083.2,365.7,0.973,100,GIŠ
324.3,102.4,431.1,222.1,0.973,90,ME
900.5,588.0,1041.1,705.5,0.967,21,MA
556.7,280.9,647.6,379.6,0.966,5,GAR
783.4,690.2,955.8,770.3,0.966,48,AŠ
879.3,509.6,1063.2,603.7,0.965,74,RA
1194.2,263.3,1299.4,362.0,0.963,54,ŠE
212.6,100.1,339.1,217.6,0.963,21,MA
148.4,200.7,268.4,303.0,0.962,25,DU
768.9,588.4,920.8,719.9,0.961,0,TU
972.2,343.6,1092.9,481.0,0.961,37,UD
854.0,353.4,1002.5,486.6,0.96,33,AN
550.2,103.3,652.9,223.0,0.959,114,KU
938.2,103.5,1066.8,217.5,0.959,47,KU₃
627.4,440.5,747.0,543.2,0.958,114,KU
718.0,432.2,928.0,533.4,0.957,60,SU
1030.4,579.6,1234.5,677.6,0.956,125,|PIRIG×ZA|
383.7,349.2,545.2,473.0,0.956,55,ZI
50.6,294.0,140.8,405.8,0.955,5,GAR
224.6,290.9,380.8,397.5,0.953,4,TA
738.7,100.4,902.2,206.6,0.952,109,NU
1309.3,193.9,1376.3,285.7,0.943,140,SAR
779.3,507.4,878.8,625.2,0.943,5,GAR
623.2,269.2,719.1,379.5,0.941,37,UD
1291.5,360.5,1398.5,435.9,0.941,48,AŠ
1287.6,270.5,1377.0,371.9,0.94,121,IR
399.7,88.8,572.1,223.9,0.94,91,BU
1069.6,273.8,1203.2,365.7,0.939,38,UnclearSign
294.2,372.5,404.8,461.2,0.938,38,UnclearSign
700.0,275.8,850.3,367.7,0.936,25,DU
839.6,276.6,983.6,370.4,0.931,45,KI
889.4,111.1,969.3,224.0,0.93,11,A
928.8,195.1,1095.1,295.9,0.929,33,AN
250.1,200.5,416.8,306.7,0.927,86,KA
604.2,607.1,770.2,693.1,0.926,38,UnclearSign
52.9,399.0,162.7,463.0,0.924,48,AŠ
400.6,206.6,563.7,298.0,0.917,38,UnclearSign
711.6,191.2,882.7,293.2,0.915,38,UnclearSign
516.3,350.3,696.2,463.9,0.913,56,GA
1048.1,101.3,1199.6,211.0,0.907,4,TA
1073.9,184.1,1271.7,289.0,0.9,38,UnclearSign
308.0,448.2,481.7,546.2,0.888,38,UnclearSign
141.3,98.4,229.8,200.7,0.883,109,NU
577.3,527.6,674.3,623.4,0.879,47,KU₃
1295.5,115.3,1354.8,196.9,0.874,38,UnclearSign
1057.1,430.8,1412.7,547.2,0.873,38,UnclearSign
470.0,446.9,673.4,544.4,0.873,81,TAR
76.2,109.1,159.6,224.1,0.873,98,E
146.0,382.1,299.3,463.2,0.863,142,A₂
40.1,207.9,170.5,307.5,0.844,96,SAG
933.7,691.7,1027.5,770.3,0.806,101,|U.KA|
1240.1,573.5,1319.7,654.0,0.741,10,ZA
1054.6,341.9,1289.9,455.5,0.695,171,|UD.DU|
112.0,285.0,249.7,402.1,0.675,3,LA
655.3,500.7,780.7,625.2,0.605,152,GI
768.2,763.5,890.7,827.6,0.595,38,UnclearSign
874.2,763.2,946.3,825.5,0.52,38,UnclearSign
656.1,501.7,780.3,623.8,0.52,152,GI
872.0,763.1,930.2,826.1,0.31,38,UnclearSign
579.2,514.8,778.2,626.1,0.306,152,GI
