column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,1,1,False,True,False,13,57.2,227.9,1640.3,197.6,93.7,-1.1
single,2,2,False,False,False,12,111.7,300.7,1658.7,264.2,78.8,-1.4
single,3,3,False,False,False,15,203.0,347.6,1565.4,330.4,81.5,-0.7
single,4,4,False,False,False,18,203.0,418.3,1568.4,380.8,83.1,-1.6
single,5,5,False,False,False,13,299.3,486.2,1554.9,438.4,76.7,-2.2
single,6,6,False,False,False,19,325.0,544.9,1630.6,504.4,85.2,-1.8
single,7,7,False,False,False,12,352.7,608.6,1651.3,573.6,80.9,-1.5
single,8,8,False,False,False,9,373.8,648.7,1629.1,643.2,79.9,-0.2
single,9,9,False,False,False,11,392.4,718.6,1647.6,698.1,85.2,-0.9
single,10,10,False,False,False,10,447.5,789.6,1621.7,767.3,80.9,-1.1
single,11,11,False,False,False,9,603.1,847.6,1629.1,831.7,76.7,-0.9
single,12,12,False,False,False,5,592.0,903.4,1625.4,901.6,89.5,-0.1
single,13,13,False,False,False,18,550.4,967.8,1525.4,975.5,89.5,0.5
single,14,14,False,False,False,11,739.1,1042.9,1565.6,1036.3,76.7,-0.5
single,15,15,False,False,False,9,897.9,1108.6,1533.3,1102.4,72.4,-0.6
single,16,16,False,False,False,6,1017.1,1161.0,1484.7,1171.4,78.8,1.3
single,17,17,False,False,False,3,1199.5,1231.9,1462.4,1236.5,85.2,1.0
single,18,18,False,False,True,2,1293.8,1279.5,1451.4,1277.0,50.0,-0.9
