x0,y0,x1,y1,score,label,sign
87.3,335.7,172.5,395.9,0.963,34,NA
113.3,280.2,181.4,341.5,0.935,45,KI
40.0,348.1,88.7,403.1,0.918,11,A
128.9,386.3,207.1,441.1,0.897,21,MA
177.5,275.3,253.4,334.2,0.892,21,MA
21.5,283.6,123.9,347.6,0.842,88,ŠA
19.3,174.5,111.9,237.3,0.841,22,E₂
39.7,390.9,132.2,450.1,0.834,51,ŠA₃
150.6,228.4,201.0,286.1,0.818,11,A
420.7,89.0,517.5,153.3,0.774,91,BU
168.3,331.3,245.0,394.2,0.665,104,HA
93.0,229.1,155.8,288.4,0.564,45,KI
201.7,388.3,262.1,430.4,0.501,35,BAD
16.0,236.8,70.7,294.8,0.434,47,KU₃
26.1,69.5,114.9,122.0,0.403,92,NI
165.5,435.3,239.3,478.7,0.383,45,KI
65.2,230.0,157.0,290.9,0.378,34,NA
71.6,442.5,174.5,476.4,0.313,33,AN
