column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,1,1',True,True,False,4,42.9,117.4,448.2,93.4,118.5,-3.4
single,3,2',True,False,False,6,54.4,213.6,736.8,162.6,108.8,-4.3
single,5,3',True,False,False,4,104.4,288.1,761.3,249.5,117.9,-3.4
single,7,4',True,False,False,8,51.3,389.7,1035.5,314.7,133.4,-4.4
single,9,5',True,False,False,4,124.8,452.4,1188.9,405.1,117.5,-2.5
single,11,6',True,False,False,9,53.2,532.7,1287.7,506.0,126.6,-1.2
single,13,7',True,False,False,8,46.7,616.1,1274.1,577.1,128.5,-1.8
single,15,8',True,False,False,8,116.2,717.8,1376.9,650.9,135.3,-3.0
single,17,9',True,False,False,8,46.1,805.2,1456.4,733.9,119.4,-2.9
single,19,10',True,False,False,8,116.9,885.3,1512.4,812.5,128.9,-3.0
single,21,11',True,False,False,7,44.3,980.2,1656.6,893.9,113.6,-3.1
single,23,12',True,False,False,6,87.4,1074.2,1713.2,960.7,108.4,-4.0
single,25,13',True,False,False,8,57.9,1159.2,1732.8,1043.9,138.2,-3.9
single,27,14',True,False,False,10,111.9,1249.5,1730.2,1122.9,138.4,-4.5
single,29,15',True,False,False,9,41.8,1343.8,1745.0,1226.4,123.6,-3.9
single,31,16',True,False,False,13,56.9,1420.1,1746.1,1321.6,134.6,-3.3
single,33,17',True,False,False,9,360.4,1491.6,1740.5,1413.7,101.6,-3.2
single,35,18',True,False,False,10,108.2,1583.3,1759.1,1500.3,123.5,-2.9
single,37,19',True,False,False,13,229.4,1671.1,1747.5,1585.5,136.2,-3.2
single,39,20',True,False,False,9,34.1,1780.1,1751.4,1681.9,131.1,-3.3
single,41,21',True,False,False,7,33.5,1875.7,1769.6,1772.4,116.8,-3.4
single,43,22',True,False,False,10,43.6,1972.4,1764.4,1863.2,129.3,-3.6
single,45,23',True,False,False,11,134.8,2067.6,1769.6,1964.3,118.2,-3.6
single,47,24',True,False,False,19,38.3,2165.5,1767.6,2065.8,128.0,-3.3
single,49,25',True,False,False,7,47.8,2261.0,1740.2,2170.0,116.0,-3.1
single,51,26',True,False,False,7,27.4,2357.0,1778.8,2264.9,119.0,-3.0
