column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,56,1,False,True,False,11,118.5,3272.6,1829.0,3247.9,109.9,-0.8
single,58,2,False,False,False,12,328.7,3365.0,1826.5,3332.0,105.3,-1.3
single,60,3,False,False,False,11,494.0,3436.8,1805.2,3412.8,109.7,-1.0
single,62,4,False,False,False,14,113.8,3523.6,1804.7,3498.3,119.7,-0.9
single,64,5,False,False,False,7,114.6,3615.0,1795.1,3592.5,101.4,-0.8
single,66,6,False,False,False,7,94.1,3699.7,1799.0,3672.3,110.9,-0.9
single,68,7,False,False,False,8,96.4,3770.8,1792.5,3771.5,124.1,0.0
single,70,8,False,False,False,18,202.5,3877.0,1792.6,3858.0,134.6,-0.7
single,72,9,False,False,False,5,111.7,3975.6,1785.0,3938.5,135.1,-1.3
single,74,10,False,False,False,8,199.0,4058.0,1762.8,4020.6,142.3,-1.4
single,76,11,False,False,False,11,94.6,4148.1,1761.6,4118.5,138.5,-1.0
single,79,12,False,False,False,8,110.5,4297.5,1748.4,4234.9,117.3,-2.2
single,82,13,False,False,False,12,100.0,4432.0,1763.6,4358.3,130.7,-2.5
single,83,14,False,False,False,9,83.4,4563.5,1739.9,4489.5,139.4,-2.6
single,84,15,False,False,False,14,95.2,4695.7,1731.6,4623.4,125.4,-2.5
single,85,16,False,False,False,10,110.6,4840.5,1549.9,4764.6,116.8,-3.0
single,86,17,False,False,False,13,108.6,4950.4,1526.6,4875.8,105.6,-3.0
single,87,18,False,False,False,13,105.4,5063.5,1348.3,5015.8,111.4,-2.2
single,88,19,False,False,False,9,161.2,5270.3,1053.3,5137.7,100.9,-8.5
single,89,20,False,False,False,7,119.1,5319.4,780.2,5296.8,85.2,-2.0
single,90,21,False,False,False,4,108.1,5455.5,569.3,5462.1,81.3,0.8
