x0,y0,x1,y1,score,label,sign
752.6,191.5,1019.1,339.8,0.889,21,MA
485.6,340.9,774.4,509.0,0.838,91,BU
464.2,788.4,740.3,950.4,0.825,25,DU
339.9,640.2,665.4,821.4,0.738,34,NA
751.2,310.3,1052.4,517.5,0.73,74,RA
867.8,617.1,1068.1,783.2,0.703,37,UD
902.8,483.5,1197.3,629.7,0.667,112,IB
360.2,47.9,580.9,211.7,0.66,71,ŠU
585.4,209.9,788.3,326.7,0.611,83,LAL
1116.7,87.5,1278.0,235.4,0.611,52,BI
106.8,663.3,357.8,831.9,0.599,71,ŠU
583.2,487.3,915.4,650.3,0.595,52,BI
614.6,743.2,876.4,947.3,0.577,87,RU
48.2,523.2,395.4,693.5,0.575,63,TUR
584.8,209.7,788.1,326.4,0.55,83,LAL
75.5,237.6,234.8,377.1,0.543,113,UM
851.1,755.4,1266.3,938.6,0.522,73,IM
128.1,377.2,302.4,564.7,0.485,31,HI
1006.2,335.7,1274.7,512.8,0.432,4,TA
612.0,761.0,876.0,944.6,0.411,87,RU
128.1,377.2,302.4,564.7,0.337,52,BI
91.9,71.6,383.3,233.5,0.326,38,UnclearSign
619.7,775.2,814.7,938.8,0.324,87,RU
207.8,207.7,443.4,369.0,0.322,67,UR
1044.2,602.0,1288.5,780.4,0.31,38,UnclearSign
998.8,766.7,1262.6,915.4,0.304,33,AN
