x0,y0,x1,y1,score,label,sign
314.6,312.7,582.0,497.0,0.972,21,MA
553.7,121.4,836.2,301.0,0.941,34,NA
827.3,294.1,965.8,447.3,0.909,11,A
938.0,272.0,1121.8,437.1,0.904,44,DIN
414.8,162.9,563.3,316.6,0.877,11,A
387.8,632.1,673.6,837.6,0.864,87,RU
443.1,834.8,599.5,1003.3,0.862,11,A
563.2,292.6,854.8,469.4,0.859,34,NA
975.1,420.2,1265.6,627.1,0.832,38,UnclearSign
36.8,349.8,290.3,542.4,0.79,71,ŠU
78.5,498.8,380.0,672.7,0.699,34,NA
798.0,120.5,1073.4,301.2,0.695,21,MA
116.5,651.6,404.7,867.0,0.669,34,NA
54.8,187.8,202.5,388.8,0.629,54,ŠE
573.9,779.8,885.4,986.1,0.595,38,UnclearSign
1100.1,253.7,1266.2,434.1,0.499,73,IM
195.1,859.1,460.8,1018.9,0.412,38,UnclearSign
76.7,863.2,229.5,1018.7,0.347,54,ŠE
636.3,437.8,1023.5,630.2,0.341,19,DA
