column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,18,1,False,True,False,5,207.6,280.1,1808.4,196.4,308.1,-3.0
single,19,2,False,False,False,5,170.3,520.3,2177.9,407.3,328.8,-3.2
single,20,3,False,False,False,4,133.3,744.9,2159.0,533.4,323.2,-6.0
single,21,4,False,False,False,4,140.7,979.8,2205.6,717.1,322.0,-7.2
single,22,5,False,False,False,6,158.4,1137.3,2250.0,927.6,333.4,-5.7
single,23,6,False,False,False,5,169.8,1345.7,2252.0,1168.9,291.3,-4.9
single,24,7,False,False,False,4,143.7,1560.5,2239.7,1376.8,295.0,-5.0
single,25,8,False,False,False,4,96.5,1771.4,2134.4,1590.3,319.0,-5.1
single,26,9,False,False,False,3,808.9,1943.3,2213.8,1818.2,309.0,-5.1
single,27,10,False,False,True,1,1519.4,2090.2,1935.4,2053.5,338.4,-5.0
single,28,11,False,False,False,3,804.4,2386.1,2252.8,2263.5,313.5,-4.8
single,29,12,False,False,False,4,963.0,2604.1,2246.2,2456.4,327.4,-6.6
single,30,13,False,False,True,2,1093.8,2840.8,1802.1,2778.3,414.4,-5.0
single,31,14,False,False,False,3,714.3,3038.6,1893.1,3008.7,344.7,-1.5
single,32,15,False,False,False,6,1214.4,3306.4,3038.4,3122.6,370.3,-5.8
single,34,17,False,False,False,6,156.6,3715.6,2187.6,3616.0,323.6,-2.8
single,35,18,False,False,False,4,154.6,3894.7,1885.2,3770.3,227.5,-4.1
single,36,19,False,False,False,4,1070.5,4014.5,2198.1,3783.2,359.9,-11.6
