x0,y0,x1,y1,score,label,sign
71.1,730.6,188.2,818.4,0.975,77,|DIŠ.DIŠ.DIŠ|
198.0,1503.9,465.9,1602.0,0.974,79,IN
1133.1,334.8,1268.8,426.3,0.974,70,ZU
191.9,1687.0,397.2,1783.6,0.972,92,NI
209.7,494.5,341.0,584.7,0.971,63,TUR
72.7,508.5,188.6,590.3,0.968,77,|DIŠ.DIŠ.DIŠ|
752.8,467.8,874.8,547.0,0.968,114,KU
679.8,1759.3,840.7,1859.7,0.967,88,ŠA
697.1,130.1,844.9,223.8,0.966,73,IM
331.3,393.7,455.5,496.4,0.965,90,ME
1101.1,196.5,1230.9,279.2,0.963,92,NI
207.4,407.0,330.6,499.0,0.963,63,TUR
561.4,1957.5,747.5,2053.9,0.963,7,I
210.7,225.8,329.2,317.0,0.961,63,TUR
584.6,1313.8,751.8,1401.8,0.96,22,E₂
305.7,1594.2,509.2,1695.9,0.96,38,UnclearSign
655.6,712.7,771.1,808.2,0.96,7,I
708.7,1579.3,893.7,1663.6,0.96,33,AN
197.5,1419.5,420.6,1507.9,0.959,79,IN
430.8,1761.5,611.2,1865.5,0.959,92,NI
533.4,1062.2,736.6,1149.2,0.959,41,AB
605.6,1657.5,784.6,1767.4,0.958,21,MA
194.6,1779.3,398.5,1880.0,0.957,92,NI
197.3,1336.1,320.9,1431.1,0.957,109,NU
867.3,1455.5,1071.3,1560.7,0.957,92,NI
67.4,1986.6,161.5,2082.6,0.956,23,DIŠ
1006.1,1731.7,1165.2,1837.9,0.956,7,I
1047.5,1619.8,1246.3,1714.6,0.955,33,AN
897.9,360.7,1036.5,449.6,0.953,6,GAL
660.6,1477.4,833.2,1578.8,0.953,92,NI
324.9,573.5,442.7,647.9,0.947,90,ME
67.1,1883.0,168.1,1989.5,0.946,23,DIŠ
721.7,374.5,865.4,455.9,0.946,84,KID
588.9,471.8,752.0,557.8,0.944,112,IB
451.5,1865.7,597.4,1978.0,0.941,7,I
1125.8,1917.2,1244.9,2022.7,0.94,11,A
496.0,1484.8,649.7,1595.7,0.937,52,BI
84.9,1538.7,184.4,1619.3,0.935,107,MIN
299.7,1857.8,435.5,1965.4,0.935,31,HI
192.7,311.6,324.6,409.7,0.934,63,TUR
773.9,703.1,864.4,808.9,0.934,44,DIN
1142.1,2019.8,1261.3,2155.7,0.932,11,A
1151.7,116.9,1277.9,197.7,0.932,138,DAR
843.7,1854.4,959.2,1941.5,0.932,11,A
78.6,656.2,203.9,725.5,0.931,77,|DIŠ.DIŠ.DIŠ|
486.6,1662.4,593.5,1769.5,0.931,92,NI
176.3,1977.0,292.2,2069.9,0.93,11,A
272.9,2056.6,496.0,2169.0,0.928,133,AD
65.7,1782.6,162.2,1887.8,0.928,23,DIŠ
573.0,142.0,699.8,227.5,0.927,14,RI
86.9,1450.7,176.0,1538.1,0.923,107,MIN
176.5,2070.6,278.7,2180.9,0.922,11,A
82.2,986.3,182.2,1084.9,0.92,107,MIN
583.7,60.3,654.2,130.5,0.918,97,U
1137.8,1822.8,1259.1,1920.9,0.917,11,A
679.3,219.3,808.7,299.2,0.917,17,LU
333.7,489.3,437.7,578.5,0.917,90,ME
700.3,632.1,784.3,718.2,0.916,44,DIN
205.0,997.1,367.5,1081.1,0.91,33,AN
551.6,222.5,676.6,304.6,0.909,7,I
699.5,543.4,888.6,636.3,0.902,15,IŠ
683.5,800.2,868.4,893.1,0.9,27,EN
91.2,232.2,199.2,321.9,0.899,38,UnclearSign
571.5,303.5,690.4,380.0,0.895,92,NI
543.8,985.5,688.3,1066.7,0.889,24,MU
204.4,1075.4,351.6,1165.0,0.883,104,HA
850.4,1712.6,971.2,1839.8,0.881,12,DI
84.4,314.6,178.9,402.1,0.867,77,|DIŠ.DIŠ.DIŠ|
62.4,2080.7,158.4,2186.5,0.862,23,DIŠ
452.6,795.2,638.0,886.4,0.858,52,BI
690.7,977.1,822.4,1072.9,0.857,7,I
332.9,223.3,451.6,314.5,0.852,90,ME
315.5,1240.4,409.5,1349.5,0.849,44,DIN
209.1,1607.8,299.9,1688.6,0.848,11,A
518.5,2051.7,754.6,2143.4,0.847,4,TA
1167.4,52.9,1279.1,116.7,0.838,48,AŠ
474.0,621.6,612.8,715.3,0.837,7,I
549.6,367.3,713.3,471.5,0.825,27,EN
205.0,728.5,385.5,822.3,0.823,131,|EN.ZU|
825.8,994.2,898.1,1069.7,0.813,44,DIN
661.6,51.0,783.8,141.2,0.809,168,BAR
78.7,589.1,160.4,661.3,0.763,107,MIN
198.6,1878.7,299.2,1973.6,0.762,11,A
71.5,1614.3,203.4,1700.9,0.725,38,UnclearSign
567.3,379.0,630.2,439.0,0.709,33,AN
63.6,1700.8,157.5,1783.1,0.707,23,DIŠ
754.4,288.9,913.9,369.7,0.691,21,MA
209.3,141.1,315.2,234.7,0.662,63,TUR
84.0,408.9,191.0,506.9,0.659,107,MIN
214.4,58.9,316.4,154.0,0.637,63,TUR
1142.2,118.1,1187.7,194.2,0.607,137,AŠ@z
318.0,63.1,436.2,144.4,0.571,90,ME
237.2,730.7,293.3,780.9,0.564,33,AN
1160.5,278.0,1198.5,329.9,0.547,137,AŠ@z
207.4,578.5,321.1,664.1,0.516,63,TUR
1161.1,275.0,1207.4,329.7,0.487,137,AŠ@z
209.8,581.2,325.4,660.7,0.486,63,TUR
916.9,268.3,1095.5,354.5,0.482,92,NI
708.6,802.7,782.6,857.9,0.456,33,AN
209.3,141.1,315.2,234.7,0.358,7,I
