x0,y0,x1,y1,score,label,sign
943.8,334.3,1255.7,574.9,0.984,136,PI
560.3,1720.8,879.2,2054.7,0.978,3,LA
995.5,2421.2,1442.6,2713.7,0.976,166,MAR
153.5,2980.1,556.3,3215.6,0.974,40,|UD×(U.U.U)|
1580.5,2032.5,2026.8,2232.6,0.974,113,UM
1491.4,1857.3,1871.2,2107.0,0.972,113,UM
1302.3,1276.6,1602.3,1527.7,0.972,158,SUM
764.1,1318.2,1101.8,1565.9,0.97,21,MA
677.5,917.0,1093.7,1171.5,0.967,41,AB
1450.2,1657.2,1794.1,1890.6,0.966,14,RI
402.6,2720.4,790.3,2994.4,0.965,65,LU₂
320.1,938.3,692.2,1232.5,0.965,104,HA
925.9,508.0,1195.9,767.3,0.963,34,NA
1085.4,1653.2,1490.0,1972.0,0.963,9,LI
1089.4,2662.2,1417.7,2962.9,0.959,21,MA
292.4,1378.5,601.5,1603.3,0.957,33,AN
327.6,737.6,707.3,1007.6,0.955,65,LU₂
552.7,1341.2,788.2,1582.8,0.954,37,UD
702.7,2454.3,1021.6,2732.7,0.953,33,AN
398.4,354.2,701.6,582.3,0.952,33,AN
1552.1,890.8,1875.4,1135.8,0.95,47,KU₃
792.6,1915.3,1200.5,2170.8,0.947,19,DA
319.2,1189.0,554.1,1428.5,0.946,7,I
1474.8,1474.0,1812.6,1694.3,0.941,4,TA
712.4,2958.3,1206.7,3235.8,0.941,72,NE
438.2,172.2,649.9,396.8,0.941,11,A
1512.0,535.9,2008.8,753.2,0.935,121,IR
1438.4,2350.2,1934.0,2659.7,0.933,0,TU
91.4,567.7,387.7,839.0,0.933,49,IGI
1057.3,1318.3,1346.8,1532.9,0.93,33,AN
303.6,2484.0,727.8,2769.1,0.928,65,LU₂
258.9,1564.0,516.7,1821.8,0.925,109,NU
942.4,1117.5,1255.8,1361.7,0.924,95,PA
81.6,786.4,370.0,1031.2,0.921,49,IGI
448.3,52.0,650.2,219.4,0.92,11,A
296.1,2281.0,714.1,2555.8,0.918,65,LU₂
1051.1,899.5,1523.0,1145.5,0.917,38,UnclearSign
756.4,2710.9,1135.6,2994.1,0.917,86,KA
682.7,2319.4,1025.0,2495.7,0.917,33,AN
50.6,1583.8,301.1,1828.5,0.914,49,IGI
73.1,1191.4,351.9,1474.9,0.914,49,IGI
1652.6,196.0,1817.2,396.1,0.912,11,A
871.1,1498.6,1126.5,1733.6,0.91,33,AN
80.1,988.1,362.3,1246.5,0.907,49,IGI
1206.9,345.5,1472.5,576.7,0.906,74,RA
56.5,1787.9,323.3,2037.4,0.902,49,IGI
104.6,364.0,436.5,637.3,0.901,49,IGI
57.3,1983.3,315.7,2232.7,0.899,49,IGI
53.2,1419.4,328.0,1630.3,0.892,49,IGI
1396.6,2620.7,1687.4,2916.1,0.888,52,BI
1242.2,157.1,1403.5,361.5,0.886,11,A
307.8,2190.5,516.5,2388.7,0.884,11,A
1417.2,308.4,1673.3,568.9,0.879,89,|HI×NUN|
1167.6,547.9,1554.8,759.5,0.869,132,ZE₂
65.1,2356.5,325.6,2570.2,0.865,49,IGI
628.0,169.5,1059.5,390.8,0.858,41,AB
1019.2,151.5,1263.1,373.7,0.854,16,BA
350.1,535.4,953.3,791.7,0.854,131,|EN.ZU|
836.5,1716.2,1133.9,1971.1,0.85,71,ŠU
281.2,1980.6,730.8,2247.2,0.85,152,GI
672.9,1142.5,974.5,1365.6,0.848,33,AN
517.1,1112.0,718.3,1417.0,0.844,44,DIN
484.0,1520.0,921.5,1798.2,0.833,38,UnclearSign
111.2,172.6,461.9,429.0,0.827,49,IGI
85.9,2533.8,333.6,2781.1,0.825,49,IGI
59.4,2195.0,334.4,2422.9,0.805,49,IGI
112.0,2751.4,438.0,3010.3,0.686,94,MES
1565.1,1268.5,1892.1,1512.6,0.684,38,UnclearSign
1725.1,677.5,1994.8,901.5,0.668,33,AN
1628.1,1100.5,1982.5,1309.2,0.659,168,BAR
1796.5,183.5,2048.0,384.9,0.619,92,NI
287.3,1778.0,600.6,2051.7,0.59,95,PA
1459.5,708.1,1759.4,951.8,0.525,38,UnclearSign
1198.2,1896.4,1508.2,2165.6,0.52,155,TIL
1254.0,1094.0,1651.4,1321.6,0.457,14,RI
354.4,554.9,590.4,777.6,0.442,33,AN
1896.7,2321.2,2113.1,2609.1,0.44,116,MEŠ
1078.9,1490.9,1496.9,1735.4,0.436,67,UR
436.3,545.5,564.3,708.7,0.387,33,AN
779.3,2120.0,1210.7,2452.8,0.384,149,HU
1198.2,1896.4,1508.2,2165.6,0.313,35,BAD
623.2,45.0,988.3,218.2,0.312,21,MA
