x0,y0,x1,y1,score,label,sign
142.9,329.7,221.6,384.2,0.973,56,GA
305.3,273.4,370.4,320.9,0.969,21,MA
315.8,182.6,399.4,230.6,0.968,92,NI
126.9,157.3,191.5,200.3,0.966,35,BAD
115.6,193.0,199.1,250.9,0.957,91,BU
254.1,146.8,321.4,186.7,0.957,50,U₂
314.5,228.7,364.6,279.8,0.957,44,DIN
402.1,212.3,491.7,266.5,0.956,79,IN
127.5,291.4,180.7,343.8,0.951,45,KI
484.8,202.6,554.0,251.2,0.95,21,MA
187.7,148.5,257.9,197.6,0.95,7,I
325.0,139.1,369.8,190.2,0.95,11,A
199.6,290.3,263.3,330.0,0.948,50,U₂
48.7,340.9,148.8,388.5,0.945,25,DU
243.6,229.6,325.2,284.9,0.942,4,TA
456.3,289.5,523.8,336.7,0.941,50,U₂
324.9,312.0,383.4,366.5,0.939,37,UD
212.0,372.5,253.3,419.7,0.938,11,A
192.7,190.1,256.5,246.8,0.932,83,LAL
379.9,341.0,445.2,394.3,0.932,20,|GUD×KUR|
365.8,267.6,441.3,317.0,0.93,20,|GUD×KUR|
363.5,131.6,447.4,185.0,0.924,34,NA
343.3,356.5,382.8,408.2,0.918,11,A
196.3,240.3,249.5,295.3,0.913,37,UD
89.8,164.6,132.8,213.5,0.913,11,A
96.0,425.1,138.2,471.3,0.904,11,A
145.4,246.7,201.2,297.2,0.902,47,KU₃
273.7,408.5,322.1,457.0,0.891,11,A
8.3,299.7,86.5,349.2,0.864,14,RI
4.8,258.6,76.0,305.7,0.862,38,UnclearSign
134.6,111.2,187.8,164.8,0.852,38,UnclearSign
14.1,213.6,63.4,259.1,0.826,83,LAL
17.8,155.8,94.9,216.2,0.821,88,ŠA
293.7,360.5,347.8,409.4,0.817,16,BA
378.5,300.8,458.0,348.0,0.815,24,MU
246.3,189.3,320.7,235.1,0.781,92,NI
90.0,73.4,130.0,127.7,0.741,11,A
407.6,429.3,492.7,486.1,0.718,21,MA
96.7,382.3,147.1,428.6,0.706,114,KU
81.2,295.1,134.9,350.9,0.692,44,DIN
130.3,416.3,229.1,468.8,0.673,169,|IGI.RI|
257.0,277.7,308.5,331.8,0.655,37,UD
292.7,447.3,369.3,495.0,0.64,113,UM
139.6,379.9,220.0,425.6,0.599,92,NI
10.8,342.5,55.3,388.3,0.513,83,LAL
247.7,368.1,296.4,416.9,0.51,44,DIN
139.6,379.9,220.0,425.6,0.509,121,IR
54.4,206.7,126.5,263.3,0.496,104,HA
215.4,323.0,312.2,376.8,0.466,110,AL
438.7,377.9,500.8,433.7,0.422,50,U₂
179.3,19.6,260.9,73.6,0.421,56,GA
292.7,360.9,349.1,409.2,0.403,16,BA
208.1,63.8,283.9,110.5,0.402,109,NU
358.5,399.3,396.7,444.5,0.393,97,U
70.1,252.6,152.0,302.0,0.393,112,IB
389.9,181.0,429.2,228.5,0.392,23,DIŠ
352.2,439.8,416.3,495.1,0.379,71,ŠU
51.1,465.8,139.0,505.7,0.373,88,ŠA
315.2,401.9,368.8,449.8,0.372,21,MA
435.1,254.8,496.7,300.1,0.355,55,ZI
360.3,222.5,415.8,278.6,0.355,44,DIN
127.7,65.5,214.7,119.1,0.334,38,UnclearSign
247.7,368.1,296.4,416.9,0.308,38,UnclearSign
358.7,393.2,447.9,445.5,0.303,1,|U.GUD|
