column,line_index,line_label,primed,is_first_line,sparse,n_signs,ax0,ay0,ax1,ay1,thickness,tilt_deg
single,15,,,True,False,3,380.1,85.8,669.2,84.7,81.8,-0.2
single,17,,,False,False,3,314.9,187.9,558.0,165.8,88.7,-5.2
single,18,3',True,False,False,3,321.5,249.4,598.9,220.6,81.9,-5.9
single,19,4',True,False,False,6,226.5,297.9,597.9,279.8,82.5,-2.8
single,20,5',True,False,True,2,305.6,358.0,595.1,346.9,84.1,-2.2
single,21,6',True,False,False,4,183.8,428.5,601.7,410.0,83.5,-2.5
single,23,7',True,False,False,8,97.7,499.7,600.5,487.6,88.4,-1.4
single,24,8',True,False,False,5,52.4,573.1,638.6,540.2,81.9,-3.2
single,25,9',True,False,False,6,22.5,629.3,685.2,603.3,73.6,-2.2
single,26,10',True,False,False,4,38.1,688.6,721.5,648.9,76.2,-3.3
single,27,11',True,False,False,7,77.7,755.7,783.6,714.3,88.4,-3.4
single,29,12',True,False,False,14,44.6,831.2,1082.0,795.7,79.0,-2.0
single,30,13',True,False,False,9,89.1,891.7,1148.2,853.9,85.2,-2.0
single,31,14',True,False,False,5,112.2,942.9,1181.3,904.4,81.9,-2.1
single,32,15',True,False,False,6,97.9,1003.0,1191.6,960.9,83.5,-2.2
single,34,16',True,False,False,17,80.1,1095.0,1157.2,1045.4,95.0,-2.6
single,36,17',True,False,False,18,186.0,1170.2,1157.8,1135.9,85.2,-2.0
single,37,18',True,False,False,11,279.9,1229.0,1073.5,1204.6,79.0,-1.8
single,38,19',True,False,False,6,282.8,1294.4,925.7,1280.6,91.7,-1.2
single,39,20',True,False,True,2,262.9,1361.6,667.3,1346.0,78.6,-2.2
single,40,21',True,False,False,15,192.5,1425.4,1119.7,1389.2,79.8,-2.2
single,43,22',True,False,False,13,228.7,1509.8,1119.0,1476.1,99.6,-2.2
single,44,23',True,False,False,4,408.1,1599.1,1124.6,1579.1,116.3,-1.6
single,45,,,False,False,5,806.9,1683.8,1163.7,1677.0,101.5,-1.1
single,46,25',True,False,False,3,846.7,1786.5,1171.4,1764.6,101.5,-3.9
single,47,26',True,False,False,5,666.1,1873.2,1209.0,1855.1,98.3,-1.9
single,48,27',True,False,False,6,844.7,1979.0,1194.8,1945.4,109.3,-5.5
single,49,28',True,False,False,11,443.7,2111.1,1241.9,2053.9,95.0,-4.1
single,50,29',True,False,False,6,572.1,2207.1,1245.5,2178.5,91.8,-2.4
single,51,30',True,False,False,6,714.5,2301.1,1279.7,2279.3,101.1,-2.2
single,52,31',True,False,False,5,715.7,2409.7,1285.4,2396.3,114.6,-1.4
