x0,y0,x1,y1,score,label,sign
260.1,515.9,347.7,585.6,0.981,83,LAL
722.9,478.9,899.4,548.1,0.979,103,|HI×AŠ₂|
573.6,851.6,744.4,923.1,0.977,133,AD
150.0,589.7,276.9,657.8,0.976,11,A
263.5,718.3,390.3,784.5,0.975,95,PA
769.2,538.7,891.6,616.7,0.974,24,MU
753.0,760.4,888.5,841.7,0.973,24,MU
395.3,868.5,555.9,933.1,0.973,4,TA
263.1,292.3,435.3,353.6,0.973,118,TAG
171.1,436.3,330.6,521.0,0.972,22,E₂
589.7,561.2,762.2,626.6,0.971,136,PI
787.9,1007.7,893.7,1075.3,0.965,21,MA
731.6,106.0,925.3,187.5,0.963,151,SAL
350.9,507.2,511.2,576.6,0.963,19,DA
469.9,711.3,613.8,777.2,0.963,92,NI
509.8,410.4,731.6,493.6,0.961,38,UnclearSign
720.6,263.5,805.6,337.0,0.959,23,DIŠ
587.9,332.1,753.7,406.3,0.958,7,I
479.2,784.5,595.7,860.3,0.957,92,NI
524.0,496.3,693.1,570.1,0.957,17,LU
546.2,197.4,721.3,284.8,0.956,22,E₂
180.7,361.7,269.2,441.1,0.956,23,DIŠ
310.9,785.1,472.3,871.7,0.955,154,UN
463.4,629.4,665.2,704.7,0.95,99,GUM
271.6,349.9,415.1,435.9,0.95,114,KU
725.1,624.8,900.1,678.9,0.946,38,UnclearSign
138.9,652.9,270.8,733.2,0.944,38,UnclearSign
529.8,931.3,686.0,1010.3,0.944,33,AN
348.4,427.0,511.4,505.2,0.941,17,LU
365.4,578.8,561.0,653.8,0.94,60,SU
760.0,171.1,915.4,257.3,0.936,2,TUM
691.3,1007.1,790.2,1079.7,0.935,98,E
596.5,769.6,727.7,853.7,0.927,92,NI
682.2,926.6,784.2,1003.2,0.925,36,AMAR
744.1,394.4,909.9,481.9,0.924,36,AMAR
750.0,839.3,890.0,921.4,0.923,45,KI
341.4,224.8,515.5,296.9,0.923,86,KA
476.2,138.9,624.1,223.0,0.921,67,UR
201.3,224.9,341.8,292.3,0.913,38,UnclearSign
796.7,258.0,909.2,334.1,0.906,114,KU
435.1,333.2,596.8,423.3,0.903,17,LU
712.8,694.4,897.0,766.3,0.902,86,KA
177.5,296.3,265.8,359.1,0.899,38,UnclearSign
751.8,340.6,911.5,402.9,0.886,12,DI
57.2,586.7,155.1,664.7,0.862,57,SILA₃
91.8,522.6,249.7,586.6,0.856,16,BA
109.8,434.4,173.3,521.9,0.816,38,UnclearSign
768.3,924.3,888.7,997.8,0.795,37,UD
757.4,1081.2,859.7,1150.8,0.768,24,MU
