x0,y0,x1,y1,score,label,sign
242.5,1062.8,354.1,1139.5,0.986,85,GABA
95.3,776.4,238.0,847.7,0.985,150,NUN
738.9,691.7,819.6,764.9,0.977,35,BAD
383.2,484.7,534.5,564.3,0.977,55,ZI
299.8,1421.4,376.3,1492.3,0.976,123,PAP
701.3,1084.6,823.6,1171.0,0.972,170,TUK
345.5,1115.4,485.3,1195.8,0.972,14,RI
344.9,1062.5,483.5,1139.3,0.971,14,RI
382.3,535.4,533.7,620.0,0.971,55,ZI
170.5,888.6,306.1,963.1,0.968,113,UM
781.1,1254.2,904.1,1340.2,0.968,8,TI
746.4,753.5,846.1,832.4,0.965,170,TUK
313.6,942.0,399.2,1023.9,0.965,170,TUK
89.4,663.5,226.2,734.0,0.965,150,NUN
395.9,1226.6,562.9,1307.5,0.964,91,BU
244.5,1238.9,403.8,1307.8,0.964,126,UB
359.3,993.5,505.2,1084.9,0.963,55,ZI
508.3,1530.0,584.8,1605.3,0.96,26,ŠU₂
208.8,1296.7,309.6,1371.0,0.96,143,KUR
613.0,365.4,684.6,444.7,0.958,26,ŠU₂
901.0,259.4,973.3,329.8,0.957,26,ŠU₂
838.3,641.3,928.5,704.6,0.957,35,BAD
418.1,427.9,525.6,501.2,0.955,24,MU
541.0,371.2,628.6,443.8,0.955,116,MEŠ
516.5,1045.1,701.5,1116.3,0.955,109,NU
519.7,1104.7,701.9,1174.0,0.954,109,NU
544.7,644.3,669.6,723.1,0.953,37,UD
98.3,592.2,226.6,678.6,0.953,27,EN
788.2,365.0,897.1,436.4,0.952,116,MEŠ
327.0,1346.4,456.3,1430.5,0.95,8,TI
323.6,1290.1,563.9,1357.9,0.95,123,PAP
817.2,1034.1,928.9,1096.2,0.949,49,IGI
520.1,426.7,653.9,509.4,0.946,45,KI
362.7,1420.2,437.0,1497.3,0.946,26,ŠU₂
613.7,994.5,751.2,1065.9,0.945,68,KAL
389.4,937.0,461.8,1022.3,0.945,49,IGI
888.5,360.1,970.8,438.8,0.944,26,ŠU₂
378.1,596.0,528.3,672.4,0.943,86,KA
521.5,883.3,645.6,950.1,0.942,112,IB
96.6,832.5,221.8,908.3,0.939,150,NUN
905.2,200.0,983.9,273.2,0.939,136,PI
605.1,1404.8,720.7,1484.4,0.938,50,U₂
616.6,759.2,754.6,825.2,0.937,109,NU
781.9,256.7,909.7,323.7,0.935,116,MEŠ
393.8,1169.7,565.3,1246.4,0.935,91,BU
261.1,821.2,353.6,896.6,0.935,109,NU
704.6,1034.6,824.7,1111.2,0.934,170,TUK
845.8,586.0,927.8,659.3,0.93,143,KUR
812.7,1085.2,928.5,1155.2,0.928,49,IGI
912.6,142.4,981.6,216.2,0.927,26,ŠU₂
794.9,1134.7,914.1,1221.5,0.926,25,DU
552.0,814.3,654.1,897.1,0.926,71,ŠU
246.7,1185.2,409.4,1251.0,0.926,126,UB
330.0,434.1,429.4,512.3,0.924,98,E
202.0,822.4,274.1,901.8,0.922,143,KUR
546.3,1213.0,657.1,1292.9,0.921,37,UD
425.5,1421.3,487.6,1485.1,0.921,48,AŠ
202.6,1362.7,329.8,1429.1,0.92,38,UnclearSign
730.7,632.4,847.4,706.0,0.92,38,UnclearSign
667.1,416.7,830.8,501.2,0.918,25,DU
586.9,1332.4,805.6,1411.0,0.917,123,PAP
436.2,1342.4,579.3,1426.3,0.917,86,KA
798.3,1198.1,914.6,1273.6,0.916,25,DU
731.4,309.8,820.5,374.7,0.914,25,DU
696.5,476.7,822.4,549.9,0.912,52,BI
853.4,202.0,917.0,272.9,0.91,136,PI
237.8,659.7,450.8,734.6,0.909,43,LUGAL
376.8,388.5,490.6,447.4,0.909,43,LUGAL
517.1,1470.5,641.0,1546.2,0.908,108,NAM
836.6,749.7,937.6,822.6,0.906,49,IGI
817.7,689.2,939.3,770.4,0.903,135,EL
132.9,714.7,276.5,793.6,0.898,19,DA
825.3,534.7,963.1,604.9,0.897,38,UnclearSign
671.4,364.8,796.8,439.0,0.896,38,UnclearSign
549.4,1270.0,684.7,1353.5,0.887,26,ŠU₂
710.4,531.0,842.6,605.0,0.885,151,SAL
448.3,651.8,526.7,725.7,0.875,26,ŠU₂
106.0,436.6,208.7,520.7,0.874,38,UnclearSign
662.8,868.0,769.5,939.7,0.872,95,PA
841.0,415.4,973.4,492.1,0.86,42,AK
306.0,390.8,382.1,448.1,0.859,38,UnclearSign
266.9,1119.4,356.2,1193.1,0.859,85,GABA
213.7,385.9,312.8,452.3,0.852,38,UnclearSign
805.1,304.7,890.1,379.0,0.851,38,UnclearSign
448.5,819.9,568.7,900.0,0.849,4,TA
352.5,821.0,456.0,898.4,0.848,103,|HI×AŠ₂|
574.9,698.8,745.4,781.3,0.843,7,I
843.0,911.8,925.1,998.2,0.843,38,UnclearSign
633.5,578.1,754.6,661.2,0.837,86,KA
664.6,920.0,759.9,1007.8,0.833,71,ŠU
733.0,922.6,818.9,1003.0,0.829,60,SU
711.3,1398.9,789.1,1471.4,0.828,50,U₂
589.4,926.7,681.5,1012.7,0.811,38,UnclearSign
265.3,945.3,322.4,1022.4,0.806,109,NU
545.9,1157.0,660.5,1236.1,0.799,37,UD
255.8,1416.3,308.6,1488.0,0.798,143,KUR
453.5,938.1,515.3,1018.2,0.795,5,GAR
135.5,951.8,197.5,1028.1,0.787,85,GABA
59.2,723.2,147.8,787.2,0.785,126,UB
99.4,888.1,176.2,961.6,0.767,91,BU
