x0,y0,x1,y1,score,label,sign
121.6,369.8,209.2,432.0,0.958,14,RI
459.2,506.0,575.7,571.8,0.941,119,DIM
47.3,428.4,122.0,485.9,0.938,55,ZI
137.0,461.5,227.3,516.8,0.929,67,UR
421.9,109.6,500.8,168.2,0.925,74,RA
44.0,240.6,117.6,295.0,0.923,92,NI
222.7,454.1,294.6,508.4,0.922,21,MA
356.1,69.1,406.3,122.6,0.92,109,NU
118.4,188.8,198.7,239.1,0.911,92,NI
15.1,442.8,53.1,494.6,0.909,11,A
382.5,533.5,449.0,585.5,0.904,70,ZU
109.9,44.2,176.5,92.5,0.891,33,AN
134.2,269.0,229.5,328.3,0.891,34,NA
315.7,543.8,381.2,597.3,0.869,98,E
21.0,154.5,54.3,212.3,0.854,11,A
222.8,414.7,269.2,465.7,0.849,11,A
154.1,317.8,222.9,370.8,0.844,92,NI
307.0,123.1,360.4,177.3,0.839,147,AŠ₂
352.0,116.1,429.1,171.4,0.835,56,GA
12.6,390.0,49.5,448.8,0.833,11,A
23.2,582.2,64.3,639.3,0.829,11,A
226.1,500.2,280.7,559.9,0.828,114,KU
76.8,89.2,124.7,156.0,0.828,37,UD
194.3,219.7,283.3,274.3,0.822,4,TA
220.4,268.7,273.0,320.6,0.818,147,AŠ₂
225.8,74.4,317.8,132.4,0.814,14,RI
228.9,121.8,314.9,181.1,0.806,34,NA
503.9,245.4,545.6,293.5,0.804,11,A
338.3,297.7,420.9,357.4,0.798,34,NA
45.5,379.3,126.0,436.7,0.796,38,UnclearSign
67.0,520.5,127.5,576.1,0.789,29,SI
201.7,366.0,245.4,425.9,0.782,11,A
242.8,593.1,328.0,647.0,0.782,34,NA
445.6,334.4,502.5,390.4,0.78,136,PI
51.9,708.1,126.2,745.8,0.775,7,I
123.1,703.8,200.8,753.3,0.756,14,RI
202.4,603.8,243.3,659.1,0.755,11,A
167.5,35.8,222.4,93.0,0.749,37,UD
411.8,385.6,468.1,441.8,0.741,37,UD
77.4,615.0,145.9,673.2,0.738,74,RA
398.6,69.3,469.5,120.0,0.701,50,U₂
264.8,406.1,369.8,458.5,0.689,119,DIM
533.8,326.0,583.7,378.6,0.681,29,SI
263.0,263.8,343.0,318.6,0.679,38,UnclearSign
275.6,210.5,420.8,273.4,0.676,9,LI
327.1,589.0,361.8,642.8,0.671,11,A
140.9,660.2,187.2,716.1,0.666,11,A
282.3,487.2,371.0,549.0,0.65,113,UM
413.0,345.4,453.7,396.4,0.643,11,A
492.6,332.9,539.9,377.2,0.641,136,PI
126.0,559.4,174.0,621.6,0.639,37,UD
461.1,474.0,516.0,523.6,0.628,34,NA
429.0,480.3,465.8,537.0,0.625,11,A
411.3,295.8,463.9,351.1,0.617,147,AŠ₂
439.5,428.2,497.2,480.3,0.61,35,BAD
266.6,681.2,315.0,742.4,0.606,38,UnclearSign
28.3,114.5,70.0,161.0,0.603,47,KU₃
202.4,172.6,300.1,227.8,0.588,99,GUM
337.1,257.5,419.4,308.6,0.586,74,RA
416.0,247.1,506.4,299.5,0.586,8,TI
311.3,73.9,368.8,127.2,0.566,6,GAL
112.0,422.7,204.3,473.7,0.565,92,NI
526.1,111.2,566.0,159.7,0.559,11,A
304.1,349.6,417.4,411.3,0.554,93,IG
50.4,706.5,95.0,745.9,0.546,7,I
85.1,144.1,138.8,197.6,0.53,71,ŠU
7.9,344.3,49.8,391.2,0.529,83,LAL
503.2,370.4,572.5,427.8,0.528,79,IN
301.5,353.3,376.2,410.4,0.525,93,IG
502.2,60.3,575.3,119.0,0.518,73,IM
196.1,419.5,230.8,466.3,0.516,11,A
489.7,108.3,531.7,165.0,0.511,38,UnclearSign
121.3,508.5,185.5,570.4,0.485,34,NA
142.6,609.1,199.0,663.7,0.481,71,ŠU
60.1,564.9,133.8,628.5,0.481,45,KI
58.2,477.0,113.3,535.6,0.473,38,UnclearSign
304.6,26.1,392.6,79.7,0.459,38,UnclearSign
533.8,326.0,583.7,378.6,0.458,98,E
110.5,234.2,150.0,286.2,0.457,11,A
57.5,285.3,114.5,337.4,0.444,21,MA
456.8,289.2,518.0,342.3,0.436,34,NA
171.2,560.9,241.9,612.6,0.415,92,NI
6.4,298.6,60.0,348.5,0.409,71,ŠU
47.2,147.0,89.5,208.9,0.408,31,HI
27.5,66.4,67.3,122.6,0.408,97,U
21.1,196.9,75.9,249.6,0.407,126,UB
418.0,206.5,503.2,256.3,0.388,79,IN
512.0,465.7,557.6,522.2,0.387,92,NI
28.3,114.5,70.0,161.0,0.384,11,A
491.3,421.8,530.9,474.8,0.379,11,A
459.5,381.2,514.8,435.4,0.377,98,E
395.1,578.8,443.9,614.4,0.372,48,AŠ
356.4,580.8,400.4,636.0,0.371,38,UnclearSign
18.7,533.7,69.9,590.2,0.368,114,KU
235.1,554.0,320.0,606.2,0.367,98,E
54.1,664.3,146.5,716.9,0.362,56,GA
119.7,87.8,202.4,141.8,0.362,93,IG
383.4,434.9,449.3,487.6,0.356,147,AŠ₂
418.2,160.5,484.7,215.4,0.354,17,LU
4.9,346.9,34.8,397.0,0.353,23,DIŠ
