x0,y0,x1,y1,score,label,sign
166.9,343.9,436.8,510.5,0.981,53,GUR
267.5,1131.6,474.0,1305.7,0.976,63,TUR
152.6,480.4,346.7,659.5,0.975,53,GUR
310.8,440.4,469.3,640.2,0.975,7,I
251.3,1250.3,402.4,1463.3,0.972,54,ŠE
314.0,589.0,574.1,768.2,0.972,79,IN
909.2,1140.0,1080.0,1335.7,0.971,70,ZU
502.9,1200.9,741.3,1422.8,0.971,73,IM
196.1,872.1,441.8,1043.6,0.97,53,GUR
753.9,799.1,961.9,968.9,0.97,9,LI
810.5,558.1,1019.8,705.7,0.97,92,NI
886.6,291.5,1097.6,446.4,0.969,70,ZU
113.8,236.2,221.4,401.2,0.965,107,MIN
619.0,962.7,812.3,1126.8,0.964,21,MA
135.6,1632.0,329.7,1796.1,0.964,40,|UD×(U.U.U)|
703.0,568.7,844.6,734.4,0.963,92,NI
229.8,739.4,444.9,909.8,0.963,63,TUR
434.8,446.3,646.0,623.1,0.962,19,DA
929.7,751.6,1138.7,941.7,0.962,2,TUM
92.2,890.7,224.3,1072.3,0.96,107,MIN
429.5,312.1,640.9,486.7,0.959,16,BA
575.9,193.9,868.1,340.0,0.958,109,NU
112.0,96.0,273.5,281.6,0.957,146,6(DIŠ)
180.6,999.1,350.0,1201.7,0.956,54,ŠE
499.2,1447.6,595.0,1642.2,0.954,107,MIN
546.3,577.8,730.6,752.1,0.954,52,BI
439.5,1110.1,666.4,1284.9,0.953,65,LU₂
244.2,92.4,434.6,246.1,0.953,53,GUR
91.3,1033.5,211.2,1264.5,0.951,107,MIN
672.6,1558.9,845.3,1720.1,0.947,80,KIN
190.8,217.5,414.9,383.7,0.946,53,GUR
780.7,955.1,952.1,1087.9,0.944,33,AN
377.2,202.1,596.9,360.5,0.944,63,TUR
575.8,798.2,780.7,1012.8,0.942,1,|U.GUD|
414.2,719.8,584.5,884.6,0.942,33,AN
760.7,433.5,933.1,603.7,0.938,63,TUR
1012.5,664.7,1143.4,788.2,0.937,83,LAL
1011.4,546.1,1146.7,694.2,0.935,71,ŠU
709.1,1171.6,933.7,1388.5,0.934,38,UnclearSign
817.3,1338.5,1079.4,1532.9,0.933,53,GUR
560.2,707.6,724.7,881.5,0.93,37,UD
935.4,1030.8,1086.3,1185.0,0.928,34,NA
973.5,413.9,1127.2,568.4,0.927,4,TA
409.1,849.3,611.2,1043.1,0.927,17,LU
622.5,295.1,907.7,473.4,0.921,125,|PIRIG×ZA|
388.6,86.6,665.8,240.0,0.921,43,LUGAL
378.7,1258.4,544.6,1435.4,0.92,33,AN
868.1,200.5,1075.4,309.9,0.919,48,AŠ
631.4,84.7,805.0,238.4,0.913,5,GAR
549.5,1567.1,691.9,1753.2,0.912,54,ŠE
456.4,1000.5,654.4,1141.7,0.912,32,MUŠ₃
231.1,1470.8,529.6,1660.9,0.907,38,UnclearSign
994.9,1458.2,1125.5,1605.0,0.9,75,|U.U|
907.4,434.0,997.4,598.4,0.9,11,A
296.1,1616.2,496.5,1793.1,0.899,38,UnclearSign
561.8,1416.5,798.9,1608.0,0.897,77,|DIŠ.DIŠ.DIŠ|
907.0,1480.7,1030.6,1653.8,0.895,37,UD
157.6,630.9,355.2,805.8,0.894,53,GUR
868.9,79.1,1079.3,234.5,0.865,70,ZU
816.9,1493.5,933.2,1679.7,0.836,81,TAR
694.2,691.3,902.7,845.1,0.827,27,EN
332.0,1008.4,485.3,1162.9,0.827,33,AN
641.8,1058.6,959.5,1240.7,0.791,131,|EN.ZU|
882.5,668.9,1027.8,807.9,0.727,84,KID
91.1,656.6,182.7,822.4,0.698,23,DIŠ
100.0,389.0,193.3,524.3,0.687,23,DIŠ
667.7,1096.9,760.2,1174.9,0.562,33,AN
728.5,708.1,813.9,789.0,0.522,33,AN
881.7,669.6,1028.3,806.7,0.51,84,KID
99.0,392.5,194.1,523.4,0.476,23,DIŠ
952.0,1575.3,1127.8,1762.9,0.464,17,LU
667.3,1094.9,757.3,1170.7,0.428,33,AN
